(Ashwattha tree) ripe fruit	(অশ্বত্থ গাছের) পাকা ফল
Expectations	অনুপ্রেক্ষা
Inspiration	অনুপ্রেরণ
Transliteration	অনুবচন
Anubatsar	অনুবত্সর
Article	অনুবন্ধ
Articles	অনুবন্ধ-পত্র
Follow up	অনুবর্তন
Compliant	অনুবর্তী
Compliant public issue	অনুবর্তী সার্বজনিক নির্গম
Anubal	অনুবল
Anuba	অনুবা
Anubak	অনুবাক
Recitation	অনুবাচন
Translation	অনুবাদ
Translation work	অনুবাদ কর্ম
Translator	অনুবাদ কারী
Translator	অনুবাদক
Translated masterpiece	অনুবাদিত কৃতি
Translator	অনুবাদী
Exile	অনুবাসন
Slums	অনুবাসন-বস্তি
Settlement	অনুবাসনবস্তি
Anubinda	অনুবিন্দ
Section	অনুবিভাগ
Microscope	অনুবীক্ষণ যন্ত্র
Imitation	অনুবৃত্তি
Imitator	অনুবৃত্তিকারী
Experience	অনুবেশ
Required	অনুবেশ্য
Perceptive	অনুবোধক
Enlightenment	অনুবোধন
Anubhakta	অনুভক্তক
Feel	অনুভব
Inexperienced person	অনুভবহীন ব্যক্তি
Empathy	অনুভবুপূর্ণতা
Feelings	অনুভাজন
Feelings	অনুভাব
Feelings	অনুভূতি
Feelless	অনুভূতিহীন
Horizontal line	অনুভূমিক রেখা
Enjoy	অনুভোগ
Permission	অনুমতি
Licensing	অনুমতিদাতা
Permit	অনুমতিপত্র
Unauthorized	অনুমতিহীনতা
Guess what	অনুমান
Speculation	অনুমানপত্র
Assumptions	অনুমিতি
Guess what	অনুমেয়
Approved	অনুমোদক
Approval	অনুমোদন
Anumlocha	অনুম্লোচা
Obedience	অনুযাগ
Compliant	অনুযাচক
Obedience	অনুযাচন
According to	অনুযায়ী
According to the person	অনুযায়ী ব্যক্তি
Complaint	অনুযোগ
Adjustment	অনুযোজন
Attachment	অনুরক্তি
Preserver	অনুরক্ষক
Anuradha	অনুরক্ষণ
Anuranjan	অনুরঞ্জন
Resonance	অনুরণন
Anuras	অনুরস
Affection	অনুরাগ
Anuradha	অনুরাধা
Anuradha Nakshatra	অনুরাধা নক্ষত্র
Similarity	অনুরূপতা
Request	অনুরেখন
Request	অনুরোধ
To request	অনুরোধ করা
Request letter	অনুরোধ পত্র
Request letter	অনুরোধ-পত্র
Requestor	অনুরোধক
Barren land	অনুর্বর জমি
Fertility	অনুর্বরতা
Barren	অনুর্বরা
Likeable	অনুর্যায়ী
Inconsistent	অনুলগ্নক
Perpendicular	অনুলম্ব
Vertical	অনুলম্বখানা
Anulap	অনুলাপ
Copy	অনুলিপি
Copy	অনুলিপিকর
Copy	অনুলিপিত্র
Transcript	অনুলেখ
Transcription	অনুলেখন
Adaptation	অনুলেপন
Anulom	অনুলোম
Anulom marriage	অনুলোম বিবাহ
Anulom-marriage	অনুলোম-বিবাহ
Anulomaj	অনুলোমজ
Anulomabibah	অনুলোমবিবাহ
Instructor	অনুশাসক
Discipline	অনুশাসন
Indiscipline	অনুশাসনহীনতা
Teacher	অনুশিক্ষক
Apprenticeship	অনুশিক্ষণ
Practice	অনুশীলন
Practice matches	অনুশীলন ম্যাচ
Practitioner	অনুশীলনকারী
Exercise	অনুশীলনী
Promise	অনুশ্রুতি
Anushay	অনুশয়
Anushana	অনুশয়ানা
Follower	অনুশয়ী
Addiction	অনুষক্তি
Ancillary	অনুষঙ্গ
Host	অনুষ্ঠাতা
Ceremony	অনুষ্ঠান
Host	অনুষ্ঠাপক
Ceremony	অনুষ্ঠুপ
Search	অনুসন্ধান
Investigator	অনুসন্ধানকারী
Inquiry Committee	অনুসন্ধানকারী কমিটি
Investigative	অনুসন্ধানী
Follow	অনুসরণ
Follow-up	অনুসারতা
Follow-up	অনুসারিতা
Followers	অনুসারী
Anusuya	অনুসুয়া
Scheduled field	অনুসূচিত ক্ষেত্র
Scheduled-field	অনুসূচিত-ক্ষেত্র
Schedule	অনুসূচী
Anusuya	অনুসূয়া
Bathing	অনুস্নান
Anuswar	অনুস্বর
Reminder	অনুস্মরণ
According to	অনুয়াজ
According to	অনুয়াজা
Anarchy	অনৃণতা
Indestructible	অনৃত
Lots	অনেক
Lots of reviews	অনেকলোচন
Pluralism	অনেকান্তবাদ
For many reasons	অনেকান্তিকহেতু
Aneth	অনেঠ
Aneh	অনেহ
Disagreement	অনৈক্য
Involuntary action	অনৈচ্ছিক কির্য়া
Immoral acts	অনৈতিক কাজ
Immorality	অনৈতিকতা
Immorality	অনৈতিচ্য
Indifference	অনৈশ্বর্য
Unnatural process	অনৈসর্গিক প্রক্রিয়া
Annot	অনোট
Indestructible	অনোদ্বত্য
Anodayanam	অনোদয়নাম
The end	অন্ত
Inter-minor	অন্ত-লঘু
Inner Salila	অন্তঃ সলিলা
Inner-perimeter	অন্তঃ-পরিধি
Heart	অন্তঃকরণ
Intracellular	অন্তঃকোষ
Interaction	অন্তঃক্রিয়া
Inner	অন্তঃপট
Perimeter	অন্তঃপরিধি
Inner city	অন্তঃপুর
Intercourse	অন্তঃপুরপ্রচার
Guardian of the inner city	অন্তঃপুরের রক্ষক
Interfaith	অন্তঃপূজা
International labor organization	অন্তঃরাষ্ট্রীয় শ্রম সংগঠন
Intuition	অন্তঃশুদ্ধি
Excise duty	অন্তঃশুল্ক
Intuition	অন্তঃসজ্ঞা
Introversion	অন্তঃসলিলা
Inward	অন্তঃসার
Endocrine glands	অন্তঃস্রাবী গ্রন্থি
Endocrine system	অন্তঃস্রাবী-তন্ত্র
Endocrine system	অন্তঃস্রাবীতন্ত্র
Intuition	অন্তইন্দ্রিয়
Antaj	অন্তজ
Intercollegiate	অন্তবর্ণ
Intermittent	অন্তবিদারণ
End	অন্তভ
End match	অন্তমিল
Intervals	অন্তর
Intimacy	অন্তরঙ্গতা
Insulation	অন্তরণ
Insulator	অন্তরণকারী
Intuition	অন্তরমন
Antara	অন্তরা
Inner soul	অন্তরাত্মা
Intuition	অন্তরানুভূতি
Interval	অন্তরাল
Space	অন্তরিক্ষ
Space Center	অন্তরিক্ষ কেন্দ্র
Space station	অন্তরিক্ষ স্টেশান
Space	অন্তরীক্ষ
Space sage	অন্তরীক্ষ ঋষি
Celestial body	অন্তরীক্ষীয় পিণ্ড
Cape	অন্তরীপ
Ingestion	অন্তর্গ্রহণ
Intuition	অন্তর্জ্ঞান
Introspection	অন্তর্দশা
Introspection	অন্তর্দশাহ
Insight	অন্তর্দিশা
Insight	অন্তর্দৃষ্টি
Inland Letters	অন্তর্দেশীয় পত্র
Inward	অন্তর্ধী
The underlying meaning	অন্তর্নিহিত অর্থ
The underlying feeling	অন্তর্নিহিত ভাব
Interface	অন্তর্পট
Content	অন্তর্বস্তু
Underwear	অন্তর্বাস
Internal forces	অন্তর্বাহিনী
Intracranial fever	অন্তর্বেগী জ্বর
Antarveda	অন্তর্বেদ
Introverts	অন্তর্বেদী
Intuition	অন্তর্বোধ
Inward scissors	অন্তর্মুখ কাঁচি
Inner	অন্তর্যামী
International letter	অন্তর্রাষ্ট্রীয় পত্র
International borders	অন্তর্রাষ্ট্রীয় সীমানা
International border area	অন্তর্রাষ্ট্রীয় সীমান্ত ক্ষেত্র
Vertical	অন্তর্লম্ব
Interviewer	অন্তর্লাপিকা
Humor	অন্তর্হাস্য
The underworld	অন্তলঘু
Inner letter	অন্তস্থ বর্ণ
Bathing	অন্তস্নান
Introspective	অন্তাক্ষরী
The end	অন্তিম কাল
Last letter	অন্তিম বর্ণ
The last part	অন্তিম ভাগ
The final journey	অন্তিম যাত্রা
The final reform	অন্তিম সংস্কার
Final warning	অন্তিম সতর্কবাণী
Last time	অন্তিম সময়
The final limit	অন্তিম সীমা
Inhabitant	অন্তেবাসী
Antyaj	অন্ত্যজ
Extremely	অন্ত্যবিপুলা
Interrogative	অন্ত্যাক্ষরী
Rhyme	অন্ত্যানুপ্রাস
Funeral	অন্ত্যেষ্টি
Funeral	অন্ত্যেষ্টি ক্রিয়া
Funeral	অন্ত্যেষ্টিক্রিয়া
Intestine	অন্ত্র
Introversion	অন্ত্রকূজন
Disappearance	অন্ত্রধান
Inflammation of the intestines	অন্ত্রপ্রদাহ
Hernia	অন্ত্রবৃদ্ধি
Intuition	অন্ত্রভাব
Intramuscular	অন্ত্রাজলী
Intestinal enlargement	অন্ত্রাণ্ডবৃদ্ধি
Andar Mahal	অন্দর মহল
Andarsa	অন্দরসা
Andu	অন্দূ
Blind	অন্ধ
Blind imitation	অন্ধ অনুকরণ
Blind cell	অন্ধ কুঠুরি
Blind Tamisra	অন্ধ তমিস্র
Blind whale	অন্ধ তিমির
Blind guilt	অন্ধ দোষ
Blind devotion	অন্ধ ভক্তি
Blind stork	অন্ধ সারস
Blind (female)	অন্ধ(মহিলা)
Blind faith	অন্ধ-বিশ্বাস
Dark	অন্ধক
Dark sage	অন্ধক মুনি
Andhakmuni	অন্ধকমুনি
Dark	অন্ধকার
The dark side	অন্ধকার পক্ষ
Dark forest	অন্ধকার বন
Dark night	অন্ধকার রাত
Dark	অন্ধকারী
Dark anger	অন্ধকারী রাগ
Dungeon	অন্ধকূপ
The dungeon is hell	অন্ধকূপ নরক
Blindness	অন্ধতামিস্র
Blind hell	অন্ধতামিস্র নরক
Blindness	অন্ধত্ব
Andhaputanagraha	অন্ধপুতনাগ্রহ
Blindfold	অন্ধবিন্দু
Superstition	অন্ধবিশ্বাস
Superstitious	অন্ধবিশ্বাসী
Blind devotion	অন্ধভক্তি
Blind servant	অন্ধভৃত্য
Andhari	অন্ধরি
Blindly	অন্ধানুযায়ি
Darkness	অন্ধিকা
Andhra	অন্ধ্র
Andhra-servant	অন্ধ্র-ভৃত্য
Andhra Pradesh	অন্ধ্রপ্রদেশ
Food	অন্ন
Food distribution	অন্ন বিতরণ
Food fraud	অন্ন-কূট
Diarrhea	অন্ন-কোষ্ঠ
Food-giver	অন্ন-দাতা
Food donation	অন্ন-দান
Food-fault	অন্ন-দোষ
Food	অন্ন-পাক
Anorexia nervosa	অন্ন-বিকার
Food-sharing	অন্ন-ভাগ
Food stool	অন্ন-মল
Food and juice	অন্ন-রস
Greed for food	অন্ন-লিপ্সা
Food reform	অন্ন-সংস্কার
Annakut	অন্নকূট
Constipation	অন্নকোষ্ঠ
The thief	অন্নচোর
Food and water	অন্নজল
Annada	অন্নদা
Annada Ekadashi	অন্নদা একাদশী
Feeder	অন্নদাতা
Food donation	অন্নদান
Annadosha	অন্নদোষ
Anorexia nervosa	অন্নদোষ-শূল
Food	অন্নপাক
Full of food	অন্নপূর্ণ
Annapurna Upanishad	অন্নপূর্ণ উপনিষদ
Annapurna Upanishad	অন্নপূর্ণোপনিষদ
Meals	অন্নপ্রাশন
Food	অন্নপ্রাসন
Anorexia nervosa	অন্নবিকার
Annabhaga	অন্নভাগ
Annamal	অন্নমল
Food-cells	অন্নময়-কোষ
Annaras	অন্নরস
Greed	অন্নলিপ্সা
Food reform	অন্নসংস্কার
Annastra	অন্নসত্র
Anna	অন্না
Food shortages	অন্নাভাব
Anvastaka	অন্বষ্টকা
Unreadable	অন্বাচয়
